id,tag,date,ocid,initiationType,language,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_category,tender_province,tender_additionalProcurementCategories,tender_description,tender_mainProcurementCategory,tender_specialConditions,tender_procurementMethod,tender_deliveryLocation,tender_value_amount,tender_value_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_contactPerson_name,tender_contactPerson_email,tender_contactPerson_faxNumber,tender_contactPerson_telephoneNumber,tender_briefingSession_date,tender_briefingSession_venue,tender_briefingSession_isSession,tender_briefingSession_compulsory,tender_procuringEntity_id,tender_procuringEntity_name,planning_rationale,planning_budget_description
ocds-9t57fa-9944-2021-10-22T00:00:00Z,compiled,2021-10-22T00:00:00Z,ocds-9t57fa-9944,tender,en-za,571,Rustenburg Local Municipality,9944,RLM/BTO/0053/2021/22,Request for Proposal,active,Services: Professional,North West,consultingServices,Appointment of professional service provider to render vat recovery services for a period of 36 months,,"Evaluation Criterion
	Administrative evaluation (document completion and attachment of mandatory documents)
	Functionality (minimum qualifying score of 75)
	80/20 preference point systems (price = 80 & BBBEE points = 20)

Document informationR 1 000.00

Reference Number: 53+Company name
                        ABSA
Account Number: 122 0000 458
Branch code: 632005

Documents will be available on E-tender and RLM websites respectively 5 working days after the advert date.

NB! Proof of purchase (Bank Deposit Slip) must be attached upon submission 

Technical Queries
Ms. B. Ratsoma
014 590 3903
bratsoma@rustenburg.gov.za 
 ",open,Corner Beyers Naude and Nelson Mandela drive - Rustenburg CBD  - Rustenburg - 0300,0,ZAR,2022-01-10T11:00:00Z,2021-10-22T00:00:00Z,Mr J Masinga,jmasinga@rustenburg.gov.za,,014-590-3123,0001-01-01T00:00:00Z,N/A,false,false,571,Rustenburg Local Municipality,, - 
ocds-9t57fa-100863-2021-03-30T00:00:00Z,compiled,2021-03-30T00:00:00Z,ocds-9t57fa-100863,tender,en-za,308,"Kwazulu Natal - Economic Development, Tourism and Environ Affairs",100863,2021030816,Request for Quotation,active,Rental and leasing activities,KwaZulu-Natal,services,"SUPPLY, DELIVERY, INSTALLATION COMMISSIONING AND MAINTAINANCE OF OFFICE EQUIPMENT AND LABOUR-SAVING DEVICES ",services,N/A,open,270 JABU NDLOVU STREET - PMB - PMB - 3200,0,ZAR,2021-04-01T11:00:00Z,2021-03-30T00:00:00Z,Thamsanqa Ntuli,thamsanqa.ntuli@kznedtea.gov.za,,033-264-2797,0001-01-01T00:00:00Z,N/A,false,false,308,"Kwazulu Natal - Economic Development, Tourism and Environ Affairs",, - 
ocds-9t57fa-141134-2021-02-05T00:00:00Z,compiled,2021-02-05T00:00:00Z,ocds-9t57fa-141134,tender,en-za,136,Eastern Cape - Roads and Public Works,141134,SCMU5-20/21-0198,Request for Bid(Open-Tender),complete,Construction of buildings,Eastern Cape,works,EXPRESSION OF INTEREST TO ESTABLISH A PANEL OF PROFESSIONAL SERVICE PROVIDERS FOR A PERIOD OF 5 YEARS ,works,N/A,open,QHASANA BUILDING - BHISHO - BHISHO - 5605,0,ZAR,2021-03-23T11:00:00Z,2021-02-05T00:00:00Z,Akhulule Ndonyana,Akhulule.Ndonyane@ecdpw.gov.za,,040-602-4538,0001-01-01T00:00:00Z,N/A,false,false,136,Eastern Cape - Roads and Public Works,, - 
ocds-9t57fa-14260-2021-12-15T00:00:00Z,compiled,2021-12-15T00:00:00Z,ocds-9t57fa-14260,tender,en-za,197,Ga-Segonyana Local Municipality,14260,Bid:01/2021-22,Request for Bid(Open-Tender),complete,Security and investigation activities,Northern Cape,services,Provision of Security Services,services,Please see the attached bid document,open,Cnr Voortrekker and School Street - Kuruman - Kuruman - 8460,0,ZAR,2022-01-21T12:00:00Z,2021-12-15T00:00:00Z,Tumi Sechogela,tumis@ga-segonyana.gov.za,053-712-3581,053-712-9344,2021-12-20T10:00:00Z,Ga-Segonyana Council Chambers,true,true,197,Ga-Segonyana Local Municipality,, - 
ocds-9t57fa-14262-2021-12-15T00:00:00Z,compiled,2021-12-15T00:00:00Z,ocds-9t57fa-14262,tender,en-za,534,Passenger Rail Agency of South Africa,14262,SGR/CRES/PREQ/15/12/2021/CL1,Request for Proposal,complete,Construction,Gauteng,works,"APPOINTMENT OF A SERVICE PROVIDER FOR PRE-QUALIFICATION OF CONTRACTORS FOR REFURBISHMENT, ALTERATIONS, AND ADDITIONS AT CORRIDOR 2 – (CLUSTER 1) GEORGE GOCH, RAVENSKLIP AND DENVER STATIONS IN THE SOUTH GAUTENG REGION TO BE DONE OVER 09 MONTHS CONSTRUCTION PERIOD.",works,None,open,"George Goch, Ravensklip & Denver stations - JOHANNESBURG - JOHANNESBURG - 2000",0,ZAR,2022-02-09T12:00:00Z,2021-12-15T00:00:00Z,Millicent Segane,Millicent.segane@prasa.com,,011-013-0463,2022-01-20T11:00:00Z,Click here to join the meeting  https://teams.microsoft.com/l/meetup-join/19%3ameeting_MjhkOTliNjgtM,true,false,534,Passenger Rail Agency of South Africa,, - 
ocds-9t57fa-14271-2021-12-15T00:00:00Z,compiled,2021-12-15T00:00:00Z,ocds-9t57fa-14271,tender,en-za,167,ESKOM,14271,KBG2403,Request for Proposal,complete,Construction,Western Cape,works,"REFURBISHMENT, CONSTRUCTION, SUPPLY AND INSTALLATION OF THE REPLACEMENT STEAM GENERATOR STORAGE FACILITY, REVERSE OSMOSIS PLANT BUILDING, DECONTAMINATION WORKSHOP, ROADS AND CAR PARK REMAINDER WORKS OF SGR FACILITIES AT KOEBERG NUCLEAR POWER STATION.",works,"CLARIFICATION MEETING ON 13 Jan 22
at 14H00
https://teams.microsoft.com/l/meetup-join/19%3ameeting_NjJkZmZlZDEtMTgxMy00NWY0LTg5NzYtOGUyNGJkOGY2MWUy%40thread.v2/0?context=%7b%22Tid%22%3a%2293aedbdc-cc67-4652-aa12-d250a876ae79%22%2c%22Oid%22%3a%22dd6949f8-3298-45a9-a506-ebc0863397b2%22%7d",open,KOEBERG NUCLEAR POWER STATION - MELKBOSSTRAND - MELKBOSSTRAND - 7441,0,ZAR,2022-01-31T10:00:00Z,2021-12-15T00:00:00Z,Danelene Lundy,lundyda@eskom.co.za,,082-828-7567,0001-01-01T00:00:00Z,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NjJkZmZlZDEtMTgxMy00NWY0LTg5NzYtOGUyNGJkOGY2M,false,false,167,ESKOM,, - 
ocds-9t57fa-14278-2021-12-15T00:00:00Z,compiled,2021-12-15T00:00:00Z,ocds-9t57fa-14278,tender,en-za,1,Abaqulusi Local Municipality,14278,8/2/1/460,Request for Bid(Open-Tender),complete,Supplies: Clothing/Textiles/Footwear,KwaZulu-Natal,"""""",Panel of service providers to supply and delivery of protective clothing for the period of 36 months,,No bid will be awarded to a person in the service of the state and non compliant on Tax matters,open,"Tender Box, Corner of Mark and High Street - Vryheid - Vryheid - 3100",0,ZAR,2022-01-13T12:00:00Z,2021-12-15T00:00:00Z,Mr  M Ntombela,mntombela@abaqulusi.gov.za,,034-982-2133,0001-01-01T00:00:00Z,N/A,false,false,1,Abaqulusi Local Municipality,, - 
ocds-9t57fa-14293-2021-12-15T00:00:00Z,compiled,2021-12-15T00:00:00Z,ocds-9t57fa-14293,tender,en-za,479,Nelson Mandela Bay Municipality,14293,SCM/21-49/G,Request for Bid(Open-Tender),complete,Services: General,Eastern Cape,services,SUPPLY AND DELIVERY OF LEAD-ACID STARTER BATTERIES,services,tender fee R462.24,open,NMBM - NMBM area - port elizabeth - 6001,0,ZAR,2022-01-20T11:00:00Z,2021-12-15T00:00:00Z,MR. LESTER TAIT,ltait@mandelametro.gov.za,,041-506-7327,0001-01-01T00:00:00Z,N/A,false,false,479,Nelson Mandela Bay Municipality,, - 
ocds-9t57fa-14317-2021-12-15T00:00:00Z,compiled,2021-12-15T00:00:00Z,ocds-9t57fa-14317,tender,en-za,442,Municipal Infrastructure Support Agent,14317,MISA/RPL/055/2021/22,Request for Bid(Open-Tender),active,Services: Professional,National,consultingServices,APPOINTMENT OF A SERVICE PROVIDER FOR ASSESSEMENTS AND TRAINING OF MUNICIPAL OFFICIALS IN WATER AND WASTEWATER INCLUDING RETICULATION PROCESS CONTROLLING,,Briefing session Link will be available at MISA website on the Briefing date as indicated in the document,open,1303 HEUWEL AVENUE - CENTURION - Centurion - 0046,0,ZAR,2022-02-01T11:00:00Z,2021-12-15T00:00:00Z,Lumka Tyikwe,lumka.tyikwe@misa.gov.za,,012-848-5325,2022-01-21T11:00:00Z,on line ,true,true,442,Municipal Infrastructure Support Agent,, - 
ocds-9t57fa-14427-2021-12-24T00:00:00Z,compiled,2021-12-24T00:00:00Z,ocds-9t57fa-14427,tender,en-za,167,ESKOM,14427,MWP1054TX,Request for Bid(Open-Tender),cancelled,Manufacturing,National,goods,"The Development Phase:  The design (functional design, system design and detail design), development, manufacturing, training, testing, delivery, off-loading and erection of a prototype scheme, as well as design base documentation, for Shunt Capacitor and Filter Bank Protection Schemes for Eskom Transmission substations over a period of up to eighteen (18) months.
And 
The Production Phase:  The manufacturing, testing, training, supply, delivery, off-loading and site erection of Shunt Capacitor and Filter Bank Protection Schemes and associated Scheme documentation for use in Eskom Transmission, on an “as and when required” basis over a period of four years, with an option to extend for a further four years.
",goods,N/A,open,various -  - VARIOUS - ,0,ZAR,2022-02-22T10:00:00Z,2021-12-24T00:00:00Z,Providence Sedupane,sedupap@eskom.co.za,086-560-6475,011-516-7680,2022-01-27T10:00:00Z,N/A,true,true,167,ESKOM,, - 
ocds-9t57fa-14429-2021-12-25T00:00:00Z,compiled,2021-12-25T00:00:00Z,ocds-9t57fa-14429,tender,en-za,5,Agrément South Africa,14429,ASA 13/10/2021,Request for Proposal,complete,Information and communication,National,services,Appointment  of a Service Provide to provide 20 laptops and 3 Docking stations for Agrement South Africa,services,Due to Covid-19 submissions will be done electronically.,open,"Meiring Naude Road, Brummeria - Pretoria - Pretoria - 0001",0,ZAR,2022-01-07T12:00:00Z,2021-12-25T00:00:00Z,Moloko Mosha,mmosha@agrement.co.za,,076-967-2415,0001-01-01T00:00:00Z,N/A,false,false,5,Agrément South Africa,, - 
ocds-9t57fa-14432-2021-12-29T00:00:00Z,compiled,2021-12-29T00:00:00Z,ocds-9t57fa-14432,tender,en-za,167,ESKOM,14432,MPARN10066GX,Request for Proposal,complete,Administrative and support activities,National,services,"Maintenance, operating, ashing and cleaning of Arnot Power Station coal stockyard conveyor plant for a period of one (1) year ",services,All documents are available  to be downloaded on the Eskom tender bulletin,open,Arnot Power Station  - Rietkuil - Mpumalanga - 1097,0,ZAR,2022-01-17T10:00:00Z,2021-12-29T00:00:00Z,Lebogang Letsholo,LetshoPL@eskom.co.za,013-297-3000,013-297-3609,0001-01-01T00:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-151-2021-04-23T00:00:00Z,compiled,2021-04-23T00:00:00Z,ocds-9t57fa-151,tender,en-za,153,Electoral Commission (IEC),151,IEC/ICT-01/2021,Request for Quotation,complete,Services: General,National,services,Access Point Network (APN),services,N/A,open, -  -  - ,0,ZAR,2021-05-06T11:00:00Z,2021-04-23T00:00:00Z,Libisi Maphanga,libisi@elections.org.za,,0126225700,0001-01-01T00:00:00Z,N/A,false,false,153,Electoral Commission (IEC),, - 
ocds-9t57fa-1528-2021-05-26T00:00:00Z,compiled,2021-05-26T00:00:00Z,ocds-9t57fa-1528,tender,en-za,598,South African Airways (Pty) Limited,1528,SP No RFI 056-21,Request for Information,complete,Services: General,Gauteng,services,Engineering Tools Drawing,services,N/A,open, -  -  - ,0,ZAR,2021-06-04T12:00:00Z,2021-05-26T00:00:00Z,Serge Teffo,sergeteffo@flysaa.com,,011 978 5030,0001-01-01T00:00:00Z,N/A,true,true,598,South African Airways (Pty) Limited,, - 
ocds-9t57fa-1545-2021-05-26T00:00:00Z,compiled,2021-05-26T00:00:00Z,ocds-9t57fa-1545,tender,en-za,534,Passenger Rail Agency of South Africa,1545,HO/PT/ENG/(E)/183/05/2020,Request for Proposal,cancelled,Services: General,Western Cape,services,REQUEST FOR TENDER: APPOINTMENT OF A CONTRACTOR FOR THE REINSTATEMENT OF BONTHEUWEL 3KV DC TIE STATION AND KAPTEINSKLIP 3KV DC TIE STATION ON THE CENTRAL RAIL CORRIDOR IN WESTERN CAPE,services,N/A,open, -  -  - ,0,ZAR,2021-05-26T00:00:00Z,2021-05-26T00:00:00Z,asekhuthe@prasa.com,asekhuthe@prasa.com,,(011) 013 1594,0001-01-01T00:00:00Z,N/A,false,false,534,Passenger Rail Agency of South Africa,, - 
ocds-9t57fa-159-2021-04-23T00:00:00Z,compiled,2021-04-23T00:00:00Z,ocds-9t57fa-159,tender,en-za,153,Electoral Commission (IEC),159,IEC/MP-01/2021,Request for Quotation,active,Services: General,Mpumalanga,services,Security Services for Mpumalanga PEO Office and Warehouse,services,N/A,open, -  -  - ,0,ZAR,2021-05-07T11:00:00Z,2021-04-23T00:00:00Z,William Ragophala,ragophalam@elections.org.za,,0126225700,0001-01-01T00:00:00Z,N/A,false,false,153,Electoral Commission (IEC),, - 
ocds-9t57fa-2380-2021-06-15T00:00:00Z,compiled,2021-06-15T00:00:00Z,ocds-9t57fa-2380,tender,en-za,63,City of Tshwane,2380,Q78-01-2020/21,Request for Quotation,complete,Services: General,Gauteng,services,"QUOTATION FOR THE SUPPLY, DELIVERY AND OFF-LOADING OF KIDDIES WATERPROOF MATRASSES TO EARLY CHILDHOOD DEVELOPMENT CENTERS IN MAMELODI & ATTERIDGEVILLE",services,N/A,open, -  -  - ,0,ZAR,2021-06-21T10:00:00Z,2021-06-15T00:00:00Z,Natalie Mnisi,nataliem@tshwane.gov.za,,012 358 4844,0001-01-01T00:00:00Z,N/A,false,false,63,City of Tshwane,, - 
ocds-9t57fa-2416-2021-06-15T00:00:00Z,compiled,2021-06-15T00:00:00Z,ocds-9t57fa-2416,tender,en-za,167,ESKOM,2416,MPGXC006694,Request for Proposal,complete,Services: General,Mpumalanga,services,"Supply, And Delivery of water treatment plant centrifugal pumps as Stock Items on an “As and When” Required Basis for a period of 3 years to Kriel Power Station Main Stores",services,N/A,open, -  -  - ,0,ZAR,2021-06-21T10:00:00Z,2021-06-15T00:00:00Z,Dieketseng Molise,molisedg@eskom.co.za,,017 615 2855,2021-06-22T09:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-2431-2021-06-15T00:00:00Z,compiled,2021-06-15T00:00:00Z,ocds-9t57fa-2431,tender,en-za,667,Transnet SOC Ltd,2431,CRAC-JHB-35499,Request for Quotation,complete,Services: General,Gauteng,services,"For the provision of pest control and hygiene services at Jupiter, India, Union and Rooikop for period a twenty-four (24) months.",services,N/A,open, -  -  - ,0,ZAR,2021-06-24T10:00:00Z,2021-06-15T00:00:00Z,Thandekile Msiza,Thandekile.Msiza@Transnet.net,,011 584 0657,0001-01-01T00:00:00Z,N/A,false,false,667,Transnet SOC Ltd,, - 
ocds-9t57fa-2436-2021-06-16T00:00:00Z,compiled,2021-06-16T00:00:00Z,ocds-9t57fa-2436,tender,en-za,414,Moqhaka Local Municipality,2436,2/2/5/2020-21,Request for Quotation,complete,Services: General,Free State,services,Supply And Delivery of 2x Servers  ,services,N/A,open, -  -  - ,0,ZAR,2021-07-05T12:00:00Z,2021-06-16T00:00:00Z,Mr. Karabo Moroke,karabom@moqhaka.gov.za,,056 216 9205,0001-01-01T00:00:00Z,N/A,false,false,414,Moqhaka Local Municipality,, - 
ocds-9t57fa-2441-2021-06-16T00:00:00Z,compiled,2021-06-16T00:00:00Z,ocds-9t57fa-2441,tender,en-za,414,Moqhaka Local Municipality,2441,5/2/1/2020-21,Request for Proposal,complete,Services: General,Free State,services,Compilation of a Municipal Strategic Plan (Integrated Development Plan) for a Five Year Period  ,services,N/A,open, -  -  - ,0,ZAR,2021-07-05T12:00:00Z,2021-06-16T00:00:00Z,Mr. Thekiso Leie,thekisol@moqhaka.gov.za,,056 216 9170,0001-01-01T00:00:00Z,N/A,false,false,414,Moqhaka Local Municipality,, - 
ocds-9t57fa-2448-2021-06-15T00:00:00Z,compiled,2021-06-15T00:00:00Z,ocds-9t57fa-2448,tender,en-za,414,Moqhaka Local Municipality,2448,3/2/20/2020-21,Request for Quotation,complete,Services: General,Free State,services,Construction of 0.83km Paved Road from 4274 – 4218 and 0.33km from 4756 – 4902 with V-Drain Storm Water at Rammulotsi  ,services,N/A,open, -  -  - ,0,ZAR,2021-07-05T12:00:00Z,2021-06-15T00:00:00Z,Onalenna Garegae ,onalenna@moqhaka.gov.za,,056 216 9139,0001-01-01T00:00:00Z,N/A,false,false,414,Moqhaka Local Municipality,, - 
ocds-9t57fa-2460-2021-06-15T00:00:00Z,compiled,2021-06-15T00:00:00Z,ocds-9t57fa-2460,tender,en-za,134,Eastern Cape - Officer of the Premier,2460,SCMU 1-21/22-0004,Request for Information,complete,Services: General,Eastern Cape,services,"APPOINTMENT OF A PANEL OF SERVICE PROVIDERS TO
ENTER INTO A DATABASE FOR SUPPLY AND DELIVERY OF
GOODS AND SERVICES FOR YOUTH PROJECTS FOR A
PERIOD OF 36 MONTHS",services,N/A,open, -  -  - ,0,ZAR,2021-07-07T11:00:00Z,2021-06-15T00:00:00Z,Lazola Manana,Lazola.manana@ecotp.gov.za,,066 586 5945,2021-06-22T10:00:00Z,N/A,false,false,134,Eastern Cape - Officer of the Premier,, - 
ocds-9t57fa-25041-2021-04-01T00:00:00Z,compiled,2021-04-01T00:00:00Z,ocds-9t57fa-25041,tender,en-za,24,Banking Sector Education and Training Authority,25041,BS/2020/RFQ221,Request for Quotation,active,Services: Functional (Including Cleaning and Security Services),National,services,installation of restroom equipment’s ,services,N/A,open,"Block C2, 349 Witch-hazel Avenue, Eco Park Estate -  - Centurion - ",0,ZAR,2021-04-30T11:00:00Z,2021-04-01T00:00:00Z,Jackie Kwinika,jackiek@bankseta.org.za,,011-805-9661,0001-01-01T00:00:00Z,N/A,false,false,24,Banking Sector Education and Training Authority,, - 
ocds-9t57fa-31513-2021-04-01T00:00:00Z,compiled,2021-04-01T00:00:00Z,ocds-9t57fa-31513,tender,en-za,281,Justice & Constitutional Development,31513,RFB 201 09,Request for Bid(Open-Tender),active,Telecommunications,National,works,"Appointment of an OEM accredited KOFAX service provider for the implementation, maintenance and support of KOFAX scanning solution for the DOJ&CD for a period of three (3) years ",works,N/A,open,329 Pretorius street - Pretoria CBD - Pretoria - 0001,0,ZAR,2021-04-02T11:00:00Z,2021-04-01T00:00:00Z,SCM,SCM@justice.gov.za,,0123151111,0001-01-01T00:00:00Z,N/A,false,false,281,Justice & Constitutional Development,, - 
ocds-9t57fa-3520-2021-01-08T00:00:00Z,compiled,2021-01-08T00:00:00Z,ocds-9t57fa-3520,tender,en-za,167,ESKOM,3520,GEN3334,Request for Proposal,active,Services: General,National,services,The provision of secure transportation of contract coal/limestone samples for Eskom Primary Energy on an “as and when required” basis for a period of 36 months,services,N/A,open, -  -  - ,0,ZAR,2021-02-13T00:00:00Z,2021-01-08T00:00:00Z,Rinny Matlou	,matlourc@eskom.co.za,,011 800 5452,0001-01-01T00:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-3529-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3529,tender,en-za,534,Passenger Rail Agency of South Africa,3529,RFP: (ECR/CRES/08/06/2021),Request for Proposal,complete,Services: General,National,services,Brief Description: REQUEST FOR AN APPOINTMENT OF THREE (3) SERVICE PROVIDERS FOR PROVISION OF CLEANING AND HORTICULTURE SERVICES IN THE EASTERN CAPE REGION,services,N/A,open, -  -  - ,0,ZAR,2021-08-12T12:00:00Z,2021-07-09T00:00:00Z,Boiketlo Xotongo,Boiketlo.Xotongo@prasa.com,,011 502 8315,0001-01-01T00:00:00Z,N/A,false,false,534,Passenger Rail Agency of South Africa,, - 
ocds-9t57fa-3536-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3536,tender,en-za,167,ESKOM,3536,KBG2085,Request for Quotation,complete,Services: General,Western Cape,services,LEASE OF BUILDING SPACE TO ACCOMMODATE THE SGR INSTALLATION COMPONENTS FOR A PERIOD OF EIGHTEEN (18) MONTHS.,services,N/A,open, -  -  - ,0,ZAR,2021-07-27T10:00:00Z,2021-07-09T00:00:00Z,Danelene Lundy,lundyda@eskom.co.za,,021 522 1206,0001-01-01T00:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-3553-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3553,tender,en-za,297,Kopanong Local Municipality,3553,KLM/LAW: 2021/2022,Request for Proposal,complete,Services: General,Free State,services,"Appointment of a panel of four (4) attorneys/law firms for a provision of legal service for Kopanong Local Municipality, as and when required for a period of 12 months.",services,N/A,open, -  -  - ,0,ZAR,2021-08-06T12:00:00Z,2021-07-09T00:00:00Z,Mr. M Baas,Moeketsibaas99@gmail.com,,082 578 4278,0001-01-01T00:00:00Z,N/A,false,false,297,Kopanong Local Municipality,, - 
ocds-9t57fa-3558-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3558,tender,en-za,606,South African Forestry Company Limited,3558,SCM/NLS00216/21,Request for Quotation,complete,Services: General,Limpopo,services,PROVISION  OF ROUNDLOG LOGS TRANSPORT  AT ENTABENI PLANTATION (61-70KM) TO SUPPLY WET DECK,services,N/A,open, -  -  - ,0,ZAR,2021-07-16T12:00:00Z,2021-07-09T00:00:00Z,Moses Gaowelwe ,Moses.Gaowelwe@safcol.co.za,,013 754 2921,0001-01-01T00:00:00Z,N/A,false,false,606,South African Forestry Company Limited,, - 
ocds-9t57fa-3565-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3565,tender,en-za,334,Land and Agricultural Development Bank of South Africa,3565,T06/07/21,Request for Proposal,active,Services: General,National,services,REQUEST FOR PROPOSALS FOR A SUITABLE SERVICE PROVIDER TO PROVIDE IFRS17 IMPLEMENTATION AND SUPPORT SERVICES FOR A PERIOD OF THREE (3) YEARS,services,N/A,open, -  -  - ,0,ZAR,2021-08-06T11:00:00Z,2021-07-09T00:00:00Z,Ms. Nikita Maharaj,nmaharaj@landbank.co.za,,0116860811,0001-01-01T00:00:00Z,N/A,false,false,334,Land and Agricultural Development Bank of South Africa,, - 
ocds-9t57fa-3574-2021-07-09T00:00:00Z,compiled,2021-07-09T00:00:00Z,ocds-9t57fa-3574,tender,en-za,92,"Department of Agriculture, Land Reform & Rural Development",3574,OVG (06) 2021/22,Request for Proposal,complete,Services: General,National,services,Appointment of a Service Provider to Conduct a Study to Determine the Impact of Property Valuation Act on Land Reform Programme in South Africa ,services,N/A,open, -  -  - ,0,ZAR,2021-08-02T00:00:00Z,2021-07-09T00:00:00Z,Buti Matjila,Buti.Matjila@dalrrd.gov.za,,082 385 4570 / 012 338 7208 ,0001-01-01T00:00:00Z,N/A,false,false,92,"Department of Agriculture, Land Reform & Rural Development",, - 
ocds-9t57fa-3592-2021-07-14T00:00:00Z,compiled,2021-07-14T00:00:00Z,ocds-9t57fa-3592,tender,en-za,377,Mangaung Metropolitan Municipality,3592,MMM/BID 613: 2020/2021,Request for Quotation,active,Services: General,Free State,services,PROVISIONING OF EVENTS MANAGEMENT SERVICES FOR MANGAUNG METRO MUNICIPALITY FOR A PERIOD OF THREE YEARS,services,N/A,open, -  -  - ,0,ZAR,2021-08-14T11:30:00Z,2021-07-14T00:00:00Z,Thabo Moeketse ,thabo.moeketse@mangaung.,,051 411 3229,0001-01-01T00:00:00Z,N/A,false,false,377,Mangaung Metropolitan Municipality,, - 
ocds-9t57fa-44987-2021-03-16T00:00:00Z,compiled,2021-03-16T00:00:00Z,ocds-9t57fa-44987,tender,en-za,345,Limpopo - Agriculture,44987,ACDP 20/20,Deviation,active,"Computer programming, consultancy and related activities",Limpopo,consultingServices,RENEWAL OF SPSS SOFTWARE LICENCE IN THE LIMPOPO DEPARTMENT OF AGRICULTURE AND RURAL DEVELOPMENT FOR THE PERIOD OF 24 MONTHS,,NONE,direct,67 BICCARD STREET - POLOKWANE - POLOKWANE - 0699,0,ZAR,2021-04-01T11:00:00Z,2021-03-16T00:00:00Z,MONONYANE NM,mononyanenm@agric.limpopo.gov.za,,015-294-3000,0001-01-01T00:00:00Z,N/A,false,false,345,Limpopo - Agriculture,, - 
ocds-9t57fa-523-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-523,tender,en-za,89,Dawid kruiper Local Municipality,523,TN012/2021,Request for Quotation,complete,Services: General,Northern Cape,services,"Supply And Deliver Of Photocopy Paper To
Dawid Kruiper Municipality
",services,N/A,open, -  -  - ,0,ZAR,2021-06-04T14:00:00Z,2021-05-05T00:00:00Z,Mr Michael Van Kradenburg,michael.vankradenbur@dkm.gov.za,,054 338 7362,0001-01-01T00:00:00Z,N/A,false,false,89,Dawid kruiper Local Municipality,, - 
ocds-9t57fa-526-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-526,tender,en-za,635,Stellenbosch Municipality,526,BSM 94/21 ,Request for Proposal,active,Services: General,Western Cape,services,Supply and delivery and off-loading of toilet paper and hand towels as from 01 July 2021 – 30 June 2024.,services,N/A,open, -  -  - ,0,ZAR,2021-05-31T12:00:00Z,2021-05-05T00:00:00Z,Martin Kok,Martin.Kok@stellenbosch.gov.za,,021 808 8636 ,0001-01-01T00:00:00Z,N/A,false,false,635,Stellenbosch Municipality,, - 
ocds-9t57fa-541-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-541,tender,en-za,167,ESKOM,541,MPGXC006646,Request for Proposal,complete,Services: General,National,services,The provision of scholar transportation from Arnot Power Station to various high schools in Middelburg and Hendrina for a period of three (3) years ,services,N/A,open, -  -  - ,0,ZAR,2021-06-18T10:00:00Z,2021-05-05T00:00:00Z,Lebogang Letsholo,LetshoPL@eskom.co.za,,013 296 3609,0001-01-01T00:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-548-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-548,tender,en-za,667,Transnet SOC Ltd,548,CRAC-JHB-35548,Request for Proposal,complete,Services: General,Gauteng,services,"FOR THE SUPPLY AND DELIVERY OF: DATA TRANSCEIVER,D150U2",services,N/A,open, -  -  - ,0,ZAR,2021-05-25T10:00:00Z,2021-05-05T00:00:00Z,Kgaugelo Makgate,Kgaugelo.Makgate@transnet.net,,011 584 1174,0001-01-01T00:00:00Z,N/A,false,false,667,Transnet SOC Ltd,, - 
ocds-9t57fa-558-2021-05-05T00:00:00Z,compiled,2021-05-05T00:00:00Z,ocds-9t57fa-558,tender,en-za,745,Department of Rural Development & Land Reform,558,SSC WC 05 (2021/2022) DALRRD,Request for Proposal,complete,Services: General,National,services,"The appointment of a service provider to supply 0.25m GSD digital colour aerial imagery in Ulundi to the Chief Directorate:  National Geospatial Information, Rhodes Avenue, Mowbray, Cape Town. ",services,N/A,open, -  -  - ,0,ZAR,2021-05-21T11:00:00Z,2021-05-05T00:00:00Z,Mr Lincoln Mathebula ,Lincoln.mathebula@dalrrd.gov.za,,021 409 0523,2021-05-10T11:00:00Z,N/A,true,true,745,Department of Rural Development & Land Reform,, - 
